Gene Systematic Name,Gene Official Symbol,Gene Synonyms,Organism
YBR023C,CHS3,CAL1|CSD2|DIT101|KTI2|chitin synthase CHS3|L000000331,Saccharomyces cerevisiae (S288c)
YBR118W,TEF2,translation elongation factor EF-1 alpha|eEF1A|EF-1 alpha|L000002278,Saccharomyces cerevisiae (S288c)
YPR167C,MET16,phosphoadenylyl-sulfate reductase (thioredoxin)|L000001087,Saccharomyces cerevisiae (S288c)
YML020W,YML020W,-,Saccharomyces cerevisiae (S288c)
YLR127C,APC2,RSI1|TID2|anaphase promoting complex subunit 2|L000003970|L000004348,Saccharomyces cerevisiae (S288c)
YCL014W,BUD3,YCL012W|L000000200,Saccharomyces cerevisiae (S288c)
YGR099W,TEL2,L000002913,Saccharomyces cerevisiae (S288c)
YIL043C,CBR1,CBR5|L000000229,Saccharomyces cerevisiae (S288c)
YML114C,TAF8,TAF65|TafII65,Saccharomyces cerevisiae (S288c)
YJL101C,GSH1,glutamate--cysteine ligase|L000000735,Saccharomyces cerevisiae (S288c)
YOL003C,PFA4,-,Saccharomyces cerevisiae (S288c)
YDR031W,MIX14,MIC14,Saccharomyces cerevisiae (S288c)
YDR127W,ARO1,pentafunctional protein ARO1p|L000000116,Saccharomyces cerevisiae (S288c)
YLR377C,FBP1,"ACN8|fructose 1,6-bisphosphate 1-phosphatase|L000000605",Saccharomyces cerevisiae (S288c)
YOR213C,SAS5,L000004215,Saccharomyces cerevisiae (S288c)
YDR120C,TRM1,L000002337,Saccharomyces cerevisiae (S288c)
YDR435C,PPM1,-,Saccharomyces cerevisiae (S288c)
YGR004W,PEX31,-,Saccharomyces cerevisiae (S288c)
YOL135C,MED7,L000003916,Saccharomyces cerevisiae (S288c)
YDR004W,RAD57,putative DNA-dependent ATPase RAD57|L000001577,Saccharomyces cerevisiae (S288c)
YJR068W,RFC2,replication factor C subunit 2|L000001623,Saccharomyces cerevisiae (S288c)
YPL179W,PPQ1,SAL6|L000001797|L000001474,Saccharomyces cerevisiae (S288c)
YAL054C,ACS1,FUN44|acetate--CoA ligase 1|L000000024,Saccharomyces cerevisiae (S288c)
YBR215W,HPC2,L000000804,Saccharomyces cerevisiae (S288c)
YDR260C,SWM1,APC13|L000004027,Saccharomyces cerevisiae (S288c)
YDR383C,NKP1,-,Saccharomyces cerevisiae (S288c)
YGR118W,RPS23A,ribosomal 40S subunit protein S23A|rp37|YS14|S28A|S23A|S12|L000001764,Saccharomyces cerevisiae (S288c)
YKL056C,TMA19,MMI1|RBF18,Saccharomyces cerevisiae (S288c)
YLR264W,RPS28B,RPS33B|ribosomal 40S subunit protein S28B|S28e|YS27|S33B|S28B|L000002744,Saccharomyces cerevisiae (S288c)
YLR367W,RPS22B,ribosomal 40S subunit protein S22B|S8|rp50|YS22|S24B|S22B|L000003030,Saccharomyces cerevisiae (S288c)
YOR349W,CIN1,L000000336,Saccharomyces cerevisiae (S288c)
YJL183W,MNN11,L000004260,Saccharomyces cerevisiae (S288c)
YDR452W,PPN1,PHM5|S000007514,Saccharomyces cerevisiae (S288c)
YHR034C,PIH1,NOP17,Saccharomyces cerevisiae (S288c)
YIL097W,FYV10,GID9|glucose-induced degradation complex subunit FYV10,Saccharomyces cerevisiae (S288c)
YJL013C,MAD3,L000003179,Saccharomyces cerevisiae (S288c)
YLR080W,EMP46,-,Saccharomyces cerevisiae (S288c)
YNL049C,SFB2,ISS1|COPII subunit SFB2|L000004658,Saccharomyces cerevisiae (S288c)
YOR007C,SGT2,L000004506,Saccharomyces cerevisiae (S288c)
YOR308C,SNU66,-,Saccharomyces cerevisiae (S288c)
YJL050W,MTR4,DOB1|ATP-dependent RNA helicase MTR4|L000004110,Saccharomyces cerevisiae (S288c)
YJR045C,SSC1,ENS1|Hsp70 family ATPase SSC1|mtHSP70|L000000561,Saccharomyces cerevisiae (S288c)
YOL021C,DIS3,MTR17|RRP44|exosome catalytic subunit DIS3|L000003486,Saccharomyces cerevisiae (S288c)
YDR247W,VHS1,putative serine/threonine protein kinase VHS1,Saccharomyces cerevisiae (S288c)
YDR530C,APA2,L000000091,Saccharomyces cerevisiae (S288c)
YGR276C,RNH70,REX1|RNA82|L000004048,Saccharomyces cerevisiae (S288c)
YIL135C,VHS2,-,Saccharomyces cerevisiae (S288c)
YKL132C,RMA1,putative tetrahydrofolate synthase,Saccharomyces cerevisiae (S288c)
YMR292W,GOT1,L000004951,Saccharomyces cerevisiae (S288c)
YPL149W,ATG5,APG5|L000003303,Saccharomyces cerevisiae (S288c)
YER052C,HOM3,BOR1|SIL4|THR3|aspartate kinase|L000000800,Saccharomyces cerevisiae (S288c)
YGR178C,PBP1,MRS16|L000003967,Saccharomyces cerevisiae (S288c)
YLR099C,ICT1,lysophosphatidic acid acyltransferase ICT1,Saccharomyces cerevisiae (S288c)
YGR043C,NQM1,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase NQM1,Saccharomyces cerevisiae (S288c)
YLR173W,YLR173W,-,Saccharomyces cerevisiae (S288c)
YMR138W,CIN4,GTP1|UGX1|Arf family GTPase CIN4|L000000338,Saccharomyces cerevisiae (S288c)
YAL051W,OAF1,YAF1|oleate-activated transcription factor OAF1|L000004197,Saccharomyces cerevisiae (S288c)
YBL059W,YBL059W,-,Saccharomyces cerevisiae (S288c)
YBR147W,RTC2,RRT11|YPQ3,Saccharomyces cerevisiae (S288c)
YBR276C,PPS1,tyrosine/serine/threonine protein phosphatase PPS1|L000003522,Saccharomyces cerevisiae (S288c)
YCR088W,ABP1,L000000013,Saccharomyces cerevisiae (S288c)
YER093C,TSC11,AVO3,Saccharomyces cerevisiae (S288c)
YIL118W,RHO3,Rho family GTPase RHO3|L000001632,Saccharomyces cerevisiae (S288c)
YKR059W,TIF1,translation initiation factor eIF4A|eIF4A|L000002302,Saccharomyces cerevisiae (S288c)
YOR251C,TUM1,-,Saccharomyces cerevisiae (S288c)
YOR311C,DGK1,HSD1,Saccharomyces cerevisiae (S288c)
YPL212C,PUS1,pseudouridine synthase PUS1|L000003360,Saccharomyces cerevisiae (S288c)
YDR488C,PAC11,dynein intermediate chain|L000001330,Saccharomyces cerevisiae (S288c)
YKL025C,PAN3,ECM35|L000003340,Saccharomyces cerevisiae (S288c)
YLR381W,CTF3,CHL3|L000000320,Saccharomyces cerevisiae (S288c)
YNL056W,OCA2,-,Saccharomyces cerevisiae (S288c)
YOR315W,SFG1,-,Saccharomyces cerevisiae (S288c)
YDR071C,PAA1,-,Saccharomyces cerevisiae (S288c)
YJL024C,APS3,YKS7|L000003174,Saccharomyces cerevisiae (S288c)
YLR057W,MNL2,putative mannosidase MNL2,Saccharomyces cerevisiae (S288c)
YMR166C,YMR166C,-,Saccharomyces cerevisiae (S288c)
YBR216C,YBP1,-,Saccharomyces cerevisiae (S288c)
YDR349C,YPS7,L000004384,Saccharomyces cerevisiae (S288c)
YHR206W,SKN7,BRY1|POS9|kinase-regulated stress-responsive transcription factor SKN7|L000001908,Saccharomyces cerevisiae (S288c)
YML048W,GSF2,ECM6|L000003209,Saccharomyces cerevisiae (S288c)
YBL061C,SKT5,CAL2|CHS4|CSD4|L000001911|L000000332,Saccharomyces cerevisiae (S288c)
YDR466W,PKH3,protein kinase PKH3,Saccharomyces cerevisiae (S288c)
YGL121C,GPG1,-,Saccharomyces cerevisiae (S288c)
YER131W,RPS26B,ribosomal 40S subunit protein S26B|S26e|S26B|L000001763,Saccharomyces cerevisiae (S288c)
YKL027W,TCD2,-,Saccharomyces cerevisiae (S288c)
YOL070C,NBA1,-,Saccharomyces cerevisiae (S288c)
YLR048W,RPS0B,NAB1B|YST2|ribosomal 40S subunit protein S0B|S2|S0B|L000002908,Saccharomyces cerevisiae (S288c)
YDR205W,MSC2,metal cation transporter MSC2,Saccharomyces cerevisiae (S288c)
YDR373W,FRQ1,-,Saccharomyces cerevisiae (S288c)
YDR430C,CYM1,MOP112,Saccharomyces cerevisiae (S288c)
YDR505C,PSP1,GIN5|L000002881|L000002877,Saccharomyces cerevisiae (S288c)
YER054C,GIP2,L000003093,Saccharomyces cerevisiae (S288c)
YFR024C-A,LSB3,YFR024C,Saccharomyces cerevisiae (S288c)
YHL032C,GUT1,glycerol kinase|L000000746,Saccharomyces cerevisiae (S288c)
YJR070C,LIA1,MMD1,Saccharomyces cerevisiae (S288c)
YJR137C,MET5,ECM17|sulfite reductase (NADPH) subunit beta|L000001080|L000003892,Saccharomyces cerevisiae (S288c)
YKR042W,UTH1,SUN family protein UTH1|L000002766,Saccharomyces cerevisiae (S288c)
YOR344C,TYE7,SGC1|L000002401,Saccharomyces cerevisiae (S288c)
YFR036W,CDC26,HIT3|SCD26|anaphase promoting complex subunit CDC26|L000000265|L000001809,Saccharomyces cerevisiae (S288c)
YGL031C,RPL24A,RPL30A|ribosomal 60S subunit protein L24A|L24e|rp29|YL21|L30A|L24A|L000001724,Saccharomyces cerevisiae (S288c)
YKL055C,OAR1,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH),Saccharomyces cerevisiae (S288c)
YPL134C,ODC1,S000007520,Saccharomyces cerevisiae (S288c)
YOR222W,ODC2,-,Saccharomyces cerevisiae (S288c)
YBR187W,GDT1,-,Saccharomyces cerevisiae (S288c)
YHR190W,ERG9,bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase|L000000575,Saccharomyces cerevisiae (S288c)
YCL024W,KCC4,-,Saccharomyces cerevisiae (S288c)
YDL022W,GPD1,DAR1|HOR1|OSG1|OSR5|glycerol-3-phosphate dehydrogenase (NAD(+)) GPD1|L000000722,Saccharomyces cerevisiae (S288c)
YOL059W,GPD2,GPD3|glycerol-3-phosphate dehydrogenase (NAD(+)) GPD2|L000000723|L000003160,Saccharomyces cerevisiae (S288c)
YLR043C,TRX1,LMA1|thioredoxin TRX1|L000002357,Saccharomyces cerevisiae (S288c)
C1_02280C_A,PSY2,orf19.11169|CaO19.3685|IPF13744|IPF18751.2|orf19.3685|CA2114|IPF13744.2|CaO6.2494|CAWG_01155|orf6.2494|C1_02280C_B|CaO6.3881|CaO19.11169|orf6.3881|C1_02280C,Candida albicans (SC5314)
C5_05260W_A,C5_05260W_A,IPF3362.2|Contig4-3094_0031|CaO6.7432|orf19.4019|IPF23286.1|C5_05260W|CaO19.11502|IPF3362|C5_05260W_B|CA4786|CAWG_04892|orf6.7432|CaO19.4019|orf19.11502,Candida albicans (SC5314)
YJR134C,SGM1,-,Saccharomyces cerevisiae (S288c)
YKL090W,CUE2,-,Saccharomyces cerevisiae (S288c)
SPAC1F3.01,rrp6,SPAC3H8.11,Schizosaccharomyces pombe (972h)
YDL028C,MPS1,PAC8|RPK1|serine/threonine/tyrosine protein kinase MPS1|L000001698,Saccharomyces cerevisiae (S288c)
SPBC15D4.01c,klp9,SPBC2D10.21c,Schizosaccharomyces pombe (972h)
SPAPB1A10.09,ase1,-,Schizosaccharomyces pombe (972h)
SPBC354.13,rga6,-,Schizosaccharomyces pombe (972h)
SPCC1235.15,dga1,SPCC548.01,Schizosaccharomyces pombe (972h)
SPBC776.14,plh1,-,Schizosaccharomyces pombe (972h)
YBR038W,CHS2,chitin synthase CHS2|L000000330,Saccharomyces cerevisiae (S288c)
YER065C,ICL1,isocitrate lyase 1|L000000848,Saccharomyces cerevisiae (S288c)
YPR158W,CUR1,-,Saccharomyces cerevisiae (S288c)
YCR075C,ERS1,L000000582,Saccharomyces cerevisiae (S288c)
YPL218W,SAR1,Arf family GTPase SAR1|L000001801,Saccharomyces cerevisiae (S288c)
YPL132W,COX11,LPI13|PSO7|L000000395|L000004044,Saccharomyces cerevisiae (S288c)
YPL249C,GYP5,-,Saccharomyces cerevisiae (S288c)
YFL027C,GYP8,-,Saccharomyces cerevisiae (S288c)
YGL180W,ATG1,APG1|AUT3|CVT10|serine/threonine protein kinase ATG1|L000003955|S000028502|L000004761,Saccharomyces cerevisiae (S288c)
YML104C,MDM1,L000001051,Saccharomyces cerevisiae (S288c)
YHR195W,NVJ1,VAB36,Saccharomyces cerevisiae (S288c)
YLR430W,SEN1,CIK3|NRD2|putative DNA/RNA helicase SEN1|L000001862,Saccharomyces cerevisiae (S288c)
YNR016C,ACC1,ABP2|FAS3|MTR7|acetyl-CoA carboxylase ACC1|L000000017|L000000014|L000000603,Saccharomyces cerevisiae (S288c)
YKR003W,OSH6,oxysterol-binding protein OSH6,Saccharomyces cerevisiae (S288c)
YBL091C-A,SCS22,phospholipid metabolism-regulating protein SCS22,Saccharomyces cerevisiae (S288c)
YDL192W,ARF1,Arf family GTPase ARF1|L000000104,Saccharomyces cerevisiae (S288c)
YDL137W,ARF2,Arf family GTPase ARF2|L000000105|L000000060,Saccharomyces cerevisiae (S288c)
YFR027W,ECO1,CTF7|L000004789,Saccharomyces cerevisiae (S288c)
YAL036C,RBG1,FUN11|GTP-binding protein RBG1|L000000634,Saccharomyces cerevisiae (S288c)
YOR083W,WHI5,transcriptional repressor WHI5,Saccharomyces cerevisiae (S288c)
YKR091W,SRL3,WHI7|DNA-binding protein SRL3|L000004671,Saccharomyces cerevisiae (S288c)
YDR291W,HRQ1,-,Saccharomyces cerevisiae (S288c)
YER103W,SSA4,YG107|Hsp70 family chaperone SSA4|L000002072,Saccharomyces cerevisiae (S288c)
YER059W,PCL6,L000004038,Saccharomyces cerevisiae (S288c)
YIL050W,PCL7,L000004039,Saccharomyces cerevisiae (S288c)
YLR024C,UBR2,putative ubiquitin-protein ligase UBR2,Saccharomyces cerevisiae (S288c)
snR34,snR34,L000001972,Saccharomyces cerevisiae (S288c)
snR52,snR52,L000004521,Saccharomyces cerevisiae (S288c)
snR67,snR67,L000004536,Saccharomyces cerevisiae (S288c)
YHL028W,WSC4,YFW1|YHC8|L000004219,Saccharomyces cerevisiae (S288c)
YDR117C,TMA64,RBF64,Saccharomyces cerevisiae (S288c)
YMR086W,SEG1,-,Saccharomyces cerevisiae (S288c)
YPR149W,NCE102,NCE2|L000003098,Saccharomyces cerevisiae (S288c)
YMR105C,PGM2,GAL5|phosphoglucomutase PGM2|L000001413,Saccharomyces cerevisiae (S288c)
YDR432W,NPL3,MTR13|MTS1|NAB1|NOP3|mRNA-binding protein NPL3|L000001270,Saccharomyces cerevisiae (S288c)
YAL047C,SPC72,LDB4|gamma-tubulin complex subunit SPC72|L000003455,Saccharomyces cerevisiae (S288c)
